cliente15,"Almofada Decorativa CushyStyle, Kit de Pintura ArtMaster, Tapete ZenComfort, Carrinho de Controle Remoto SpeedRacer, Pipa SkyHigh, Chapéu de Palha BeachStyle, Carro Sedan LuxeDrive, Perfume Eau de Beauté"
cliente16,"Brinco de Prata SilverDrop, Romance Amor Proibido, Bolsa Feminina FashionLady, Carregador Portátil PowerGo, Camiseta Esportiva ActiveFit, Loção Corporal BodyFresh, Filme de Ação ActionForce, Anel de Diamante DiamondGlow"
cliente17,"Smartwatch SmartFit, Jóias, Livros, Bolsa Feminina FashionLady, Smartwatch SmartFit, Relógio de Pulso TimeLux, Almofada Decorativa CushyStyle, Pipa SkyHigh"
cliente18,"Filme de Ação ActionForce, Bolsa Feminina FashionLady, Óculos de Sol SunStyle, Tênis Esportivo FlexFit, Óculos de Sol SunStyle, Tablet iTech, Motos e Carros, Sapatilha BalletStyle"
cliente19,"Óculos de Sol SunStyle, Carrinho de Controle Remoto SpeedRacer, Romance Amor Proibido, Chocolates, Vinho Tinto ClassicRed, Almofada Decorativa CushyStyle, Carro Sedan LuxeDrive, Filme de Ação ActionForce"
cliente20,"Bolsa Feminina FashionLady, Perfume Eau de Beauté, Romance Amor Proibido, Cadeira de Massagem RelaxPro, Óculos de Sol SunStyle, Jóias, Carro Sedan LuxeDrive, Depilador Elétrico SilkSmooth"
cliente21,"Carrinho de Controle Remoto SpeedRacer, Cerveja Artesanal CraftBrew, Romance Amor Proibido, Tapete ZenComfort, Anel de Noivado EternalLove, Brinquedos, Suco de Frutas FruitSplash, Filme de Ação ActionForce"
cliente22,"Depilador Elétrico SilkSmooth, Jogo de Tabuleiro FamilyFun, Jóias, Grip Anti-Stress Release, Perfume Eau de Beauté, Salgadinho CrispyBite, Vinho Tinto ClassicRed, Filme de Ação ActionForce"
cliente23,"Anel de Noivado EternalLove, Almofada Decorativa CushyStyle, Jogo de Tabuleiro FamilyFun, Filme de Ação ActionForce, Óculos de Sol SunStyle, Óculos de Sol SunStyle, Tênis de Corrida RunFast, Tênis de Corrida RunFast"
cliente24,"Jogo de Tabuleiro FamilyFun, Jóias, Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Óculos de Sol SunStyle, Chapéu de Palha BeachStyle, Carteira Masculina ManCard, Filme de Ação ActionForce"
cliente25,"Anel de Diamante DiamondGlow, Carro Sedan LuxeDrive, Bolsa Feminina FashionLady, Filme de Ação ActionForce, Tênis de Corrida RunFast, Cerveja Artesanal CraftBrew, Escova Alisadora HairStyle, Jogo de Tabuleiro FamilyFun"
cliente26,"Tapete ZenComfort, Filme de Ação ActionForce, Óculos de Sol SunStyle, Carro Sedan LuxeDrive, Romance Amor Proibido, Jogo de Tabuleiro FamilyFun, Jóias, Suco de Frutas FruitSplash"
cliente27,"Carrinho de Controle Remoto SpeedRacer, Salgadinho CrispyBite, Romance Amor Proibido, Filme de Ação ActionForce, Bolsa Feminina FashionLady, Tênis Esportivo FlexFit, Jogo de Tabuleiro FamilyFun, Escova Alisadora HairStyle"
cliente28,"Moto Esportiva SpeedMaster, Tênis de Corrida RunFast, Tênis de Corrida RunFast, Óculos de Sol SunStyle, Almofada Decorativa CushyStyle, Carteira Masculina ManCard, Camiseta Esportiva ActiveFit, Jogo de Tabuleiro FamilyFun"
cliente29,"Óculos de Sol SunStyle, Moto Elétrica EcoRide, Bicicleta Ergométrica FitCycle, Almofada Decorativa CushyStyle, Moto Custom ClassicCharm, Tênis Esportivo FlexFit, Anel de Diamante DiamondGlow, Jogo de Tabuleiro FamilyFun"
cliente30,"Relógio de Pulso TimeLux, Laptop UltraBook Pro, Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Carregador Portátil PowerGo, Almofada Decorativa CushyStyle, Jogo de Tabuleiro FamilyFun, Kit de Toalhas SoftLux"
cliente31,"Romance Amor Proibido, Suco de Frutas FruitSplash, Tênis de Corrida RunFast, Livro de Suspense Dark Secrets, Biscoito DeliciousCrunch, Relógio de Pulso TimeLux, Filme de Ação ActionForce, Jóias"
cliente32,"Filme de Ação ActionForce, Carregador Portátil PowerGo, Bolsa Feminina FashionLady, Anel de Noivado EternalLove, Óculos de Sol SunStyle, Anel de Noivado EternalLove, Perfume Eau de Beauté, Escova Alisadora HairStyle"
cliente33,"Romance Amor Proibido, Cadeira de Massagem RelaxPro, Livros, Óculos de Sol SunStyle, Tapete ZenComfort, Filme de Ação ActionForce, Relógio de Pulso TimeLux, Fitness"
cliente34,"Filme de Ação ActionForce, Smartwatch SmartFit, Bolsa Feminina FashionLady, Brinquedos, Cadeira de Massagem RelaxPro, Filme de Ação ActionForce, Óculos de Sol SunStyle, Anel de Noivado EternalLove"
cliente35,"Jóias, Jóias, Carro Sedan LuxeDrive, Tênis de Corrida RunFast, Óculos de Sol SunStyle, Kit de Toalhas SoftLux, Filme de Ação ActionForce, Carrinho de Controle Remoto SpeedRacer"
cliente36,"Chapéu de Palha BeachStyle, Tapete ZenComfort, Vinho Tinto ClassicRed, Romance Amor Proibido, Relógio de Parede VintageClock, Bolsa Feminina FashionLady, Cerveja Artesanal CraftBrew, Filme de Ação ActionForce"
cliente37,"Bolsa Feminina FashionLady, Bolsa Feminina FashionLady, Tênis de Corrida RunFast, Tênis de Corrida RunFast, Romance Amor Proibido, Óculos de Sol SunStyle, Tênis Esportivo FlexFit, Suco de Frutas FruitSplash"
cliente38,"Anel de Diamante DiamondGlow, Cadeira de Massagem RelaxPro, Escova Dental Elétrica CleanTeeth, Óculos de Sol SunStyle, Lenço de Seda SilkCharm, Tênis de Corrida RunFast, Smartwatch SmartFit, Motos e Carros"
cliente39,"Carrinho de Controle Remoto SpeedRacer, Cerveja Artesanal CraftBrew, Óculos de Sol SunStyle, Anel de Noivado EternalLove, Jogo de Tabuleiro FamilyFun, Óculos de Sol SunStyle, Bola de Futebol ScoreMaster, Romance Amor Proibido"
cliente40,"Chapéu de Palha BeachStyle, Filme de Ação ActionForce, Romance Amor Proibido, Óculos de Sol SunStyle, Cerveja Artesanal CraftBrew, Escova Dental Elétrica CleanTeeth, Tênis de Corrida RunFast, Suco de Frutas FruitSplash"
cliente41,"Perfume Eau de Beauté, Jogo de Tabuleiro FamilyFun, Tênis de Corrida RunFast, Jóias, Bolsa Feminina FashionLady, Filme de Ação ActionForce, Filme de Ação ActionForce, Jóias"
cliente42,"Relógio de Pulso TimeLux, Jogo de Tabuleiro FamilyFun, Carteira Masculina ManCard, Filme de Ação ActionForce, Romance Amor Proibido, Jóias, Tênis de Corrida RunFast, Bolsa Feminina FashionLady"
cliente43,"Filme de Ação ActionForce, Jóias, Óculos de Sol SunStyle, Chapéu de Palha BeachStyle, Óculos de Sol SunStyle, Romance Amor Proibido, Fitness, Brinquedos"
cliente44,"Carrinho de Controle Remoto SpeedRacer, Bola de Futebol ScoreMaster, Romance Amor Proibido, Óculos de Sol SunStyle, Anel de Noivado EternalLove, Óculos de Sol SunStyle, Tênis de Corrida RunFast, Jóias"
cliente45,"Tênis de Corrida RunFast, Tênis de Corrida RunFast, Anel de Diamante DiamondGlow, Óculos de Sol SunStyle, Romance Amor Proibido, Óculos de Sol SunStyle, Carro Sedan LuxeDrive, Bolsa Feminina FashionLady"
cliente46,"Crédito de Presente, Smartwatch SmartFit, Romance Amor Proibido, Casacos e Jaquetas, Laptop UltraBook Pro, Carrinho de Controle Remoto SpeedRacer, Bolsa Feminina FashionLady, Jóias"
cliente47,"Perfume Eau de Beauté, Filme de Ação ActionForce, Romance Amor Proibido, Óculos de Sol SunStyle, Jogo de Tabuleiro FamilyFun, Óculos de Sol SunStyle, Carro Sedan LuxeDrive, Livros"
cliente48,"Carrinho de Controle Remoto SpeedRacer, Jóias, Óculos de Sol SunStyle, Bolsa Feminina FashionLady, Bolsa Feminina FashionLady, Óculos de Sol SunStyle, Filme de Ação ActionForce, Livros"
cliente49,"Romance Amor Proibido, Fitness, Carro Sedan LuxeDrive, Bicicleta Ergométrica FitCycle, Romance Amor Proibido, Top de Ginástica FitStyle, Perfume Eau de Beauté, Anel de Noivado EternalLove"
cliente50,"Brinco de Prata SilverDrop, Carregador Portátil PowerGo, Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Romance Amor Proibido, Livros, Filme de Ação ActionForce, Jóias"
cliente51,"Anel de Diamante DiamondGlow, Jóias, Perfume Eau de Beauté, Tapete ZenComfort, Anel de Noivado EternalLove, Bicicleta Ergométrica FitCycle, Óculos de Sol SunStyle, Almofada Decorativa CushyStyle"
cliente52,"Fitness, Jogo de Tabuleiro FamilyFun, Romance Amor Proibido, Óculos de Sol SunStyle, Relógio de Parede VintageClock, Romance Amor Proibido, Motos e Carros, Câmera Digital ClickShot"
cliente53,"Tênis de Corrida RunFast, Óculos de Sol SunStyle, Óculos de Sol SunStyle, Almofada Decorativa CushyStyle, RelaxPro, Filme de Ação ActionForce, Bola de Futebol ScoreMaster, Jóias"
cliente54,"Tapete ZenComfort, Romance Amor Proibido, Óculos de Sol SunStyle, Filme de Ação ActionForce, Bolsa Feminina FashionLady, Jóias, Perfume Eau de Beauté, Smartwatch SmartFit"
cliente55,"Filme de Ação ActionForce, Jóias, Óculos de Sol SunStyle, Anel de Noivado EternalLove, Óculos de Sol SunStyle, Brinquedos, Romance Amor Proibido, Carrinho de Controle Remoto SpeedRacer"
cliente56,"Bicicleta Ergométrica FitCycle, Romance Amor Proibido, Jogo de Tabuleiro FamilyFun, Laptop UltraBook Pro, Jogo de Tabuleiro FamilyFun, Filme de Ação ActionForce, Óculos de Sol SunStyle, Jóias"
cliente57,"Bolsa Feminina FashionLady, Jantar para Dois, Carro Sedan LuxeDrive, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Filme de Ação ActionForce, Jóias"
cliente58,"Suco de Frutas FruitSplash, Romance Amor Proibido, Smartwatch SmartFit, Romance Amor Proibido, Óculos de Sol SunStyle, Brinquedos, Óculos de Sol SunStyle, Aventura"
cliente59,"Bolsa Feminina FashionLady, Jantar para Dois, Carro Sedan LuxeDrive, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Filme de Ação ActionForce, Jóias"
cliente60,"Suco de Frutas FruitSplash, Romance Amor Proibido, Smartwatch SmartFit, Romance Amor Proibido, Óculos de Sol SunStyle, Brinquedos, Óculos de Sol SunStyle, Aventura"
cliente61,"Almofada Decorativa CushyStyle, Jogo de Tabuleiro FamilyFun, Anel de Diamante DiamondGlow, Anel de Noivado EternalLove, Romance Amor Proibido, Filme de Ação ActionForce, Bolsa Feminina FashionLady, Jóias"
cliente62,"Cerveja Artesanal CraftBrew, Filme de Ação ActionForce, Óculos de Sol SunStyle, Bicicleta Ergométrica FitCycle, Carro Sedan LuxeDrive, Carregador Portátil PowerGo, Romance Amor Proibido, Jogo de Tabuleiro FamilyFun"
cliente63,"Smartwatch SmartFit, Fitness, Romance Amor Proibido, Moto Elétrica EcoRide, Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Romance Amor Proibido, Livros"
cliente64,"Crédito de Presente, Romance Amor Proibido, Carro Sedan LuxeDrive, Móveis Modernos, Laptop UltraBook Pro, Óculos de Sol SunStyle, Almofada Decorativa CushyStyle, Filme de Ação ActionForce"
cliente65,"Bolsa Feminina FashionLady, Jantar para Dois, Carro Sedan LuxeDrive, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Filme de Ação ActionForce, Jóias"
cliente66,"Suco de Frutas FruitSplash, Romance Amor Proibido, Smartwatch SmartFit, Romance Amor Proibido, Óculos de Sol SunStyle, Brinquedos, Óculos de Sol SunStyle, Aventura"
cliente67,"Bolsa Feminina FashionLady, Jantar para Dois, Carro Sedan LuxeDrive, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Filme de Ação ActionForce, Jóias"
cliente68,"Suco de Frutas FruitSplash, Romance Amor Proibido, Smartwatch SmartFit, Romance Amor Proibido, Óculos de Sol SunStyle, Brinquedos, Óculos de Sol SunStyle, Aventura"
cliente69,"Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Chocolates, Música, Jantar para Dois, Carro Sedan LuxeDrive"
cliente70,"Livros, Jóias, Cinema, Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Carro Sedan LuxeDrive, Romance Amor Proibido, Óculos de Sol SunStyle"
cliente71,"Filme de Ação ActionForce, Carregador Portátil PowerGo, Óculos de Sol SunStyle, Romance Amor Proibido, Bolsa Feminina FashionLady, Retrospectiva 2019, Bicicleta Ergométrica FitCycle, Jóias"
cliente72,"Bolsa Feminina FashionLady, Retrospectiva 2019, Controle Remoto Universal HomeCommand, Bolsa Feminina FashionLady, Cerveja Artesanal CraftBrew, Relógio de Pulso TimeLux, Jóias, Laptop UltraBook Pro"
cliente73,"Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Laptop UltraBook Pro, Romance Amor Proibido, Romance Amor Proibido, Carro Sedan LuxeDrive, Retrospectiva 2019, Jóias"
cliente74,"Anel de Diamante DiamondGlow, Almofada Decorativa CushyStyle, Romance Amor Proibido, Cerveja Artesanal CraftBrew, Romance Amor Proibido, Óculos de Sol SunStyle, Carro Sedan LuxeDrive, Jóias"
cliente75,"Jóias, Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Retrospectiva 2019, Óculos de Sol SunStyle, Perfume Eau de Beauté, Romance Amor Proibido, Carro Sedan LuxeDrive"
cliente76,"Bolsa Feminina FashionLady, Retrospectiva 2019, Romance Amor Proibido, Carregador Portátil PowerGo, Anel de Diamante DiamondGlow, Romance Amor Proibido, Óculos de Sol SunStyle, Carro Sedan LuxeDrive"
cliente77,"Almofada Decorativa CushyStyle, Tapete ZenComfort, Óculos de Sol SunStyle, Tênis de Corrida RunFast, Anel de Diamante DiamondGlow, Carrinho de Controle Remoto SpeedRacer, Óculos de Sol SunStyle, Bags"
cliente78,"Tapete ZenComfort, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Carro Sedan LuxeDrive, Romance Amor Proibido"
cliente79,"Produto Combustível, Perfumaria, Pet Shop, Óculos de Sol SunStyle, Romance Amor Proibido, Carro Sedan LuxeDrive, Romance Amor Proibido, Óculos de Sol SunStyle"
cliente80,"Jogo de Tabuleiro FamilyFun, Óculos de Sol SunStyle, Chapéu de Palha BeachStyle, Romance Amor Proibido, Bolsa Feminina FashionLady, Smartwatch SmartFit, Tênis de Corrida RunFast, Anel de Noivado EternalLove"
cliente81,"Romance Amor Proibido, Câmera Digital ClickShot, Óculos de Sol SunStyle, Anel de Diamante DiamondGlow, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Romance Amor Proibido"
cliente82,"Tablet iTech, Bateria Extra, Ultrabook UltraThin, Jogo de Tabuleiro FamilyFun, Romance Amor Proibido, Óculos de Sol SunStyle, Máquina de Café CoffeMake, Suco de Frutas FruitSplash"
cliente83,"Relógio de Pulso TimeLux, Tênis de Corrida RunFast, Romance Amor Proibido, Óculos de Sol SunStyle, Jogo de Tabuleiro FamilyFun, Óculos de Sol SunStyle, Perfume Eau de Beauté, Tapete ZenComfort"
cliente84,"Relógio de Parede VintageClock, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Óculos de Sol SunStyle, Filme de Ação ActionForce, Bolsa Feminina FashionLady"
cliente85,"Romance Amor Proibido, Óculos de Sol SunStyle, Óculos de Sol SunStyle, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Carro Sedan LuxeDrive, Bolsa Feminina FashionLady"
cliente86,"Bolsa Feminina FashionLady, Filme de Ação ActionForce, Romance Amor Proibido, Óculos de Sol SunStyle, Óculos de Sol SunStyle, Jogo de Tabuleiro FamilyFun, Jóias, Romance Amor Proibido"
cliente87,"Bolsa Feminina FashionLady, Romance Amor Proibido, Romance Amor Proibido, Bolsa Feminina FashionLady, Gatos e Cachorros, Óculos de Sol SunStyle, Romance Amor Proibido, Óculos de Sol SunStyle"
cliente88,"Perfume Eau de Beauté, Óculos de Sol SunStyle, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Carro Sedan LuxeDrive, Tênis de Corrida RunFast, Bolsa Feminina FashionLady"
cliente89,"Romance Amor Proibido, Romance Amor Proibido, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Bolsa Feminina FashionLady, Jogo de Tabuleiro FamilyFun, Óculos de Sol SunStyle"
cliente90,"Óculos de Sol SunStyle, Romance Amor Proibido, Bolsa Feminina FashionLady, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Brinquedos, Brinquedos"
cliente91,"Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Cachecol FashionStyle, Bolsa Feminina FashionLady, Óculos de Sol SunStyle, Romance Amor Proibido, Romance Amor Proibido"
cliente92,"Perfume Eau de Beauté, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Carro Sedan LuxeDrive, Gatos e Cachorros"
cliente93,"Romance Amor Proibido, Romance Amor Proibido, Romance Amor Proibido, Romance Amor Proibido, Bolsa Feminina FashionLady, Óculos de Sol SunStyle, Romance Amor Proibido, Óculos de Sol SunStyle"
cliente94,"Bolsa Feminina FashionLady, Bolsa Feminina FashionLady, Brinquedos, Tênis de Corrida RunFast, Óculos de Sol SunStyle, Slide Aerobics, Carro Sedan LuxeDrive, Óculos de Sol SunStyle"
cliente95,"Perfume Eau de Beauté, Romance Amor Proibido, Óculos de Sol SunStyle, Brincos de Prata, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Câmera Digital ClickShot"
cliente96,"Romance Amor Proibido, Câmera Digital ClickShot, Romance Amor Proibido, Romance Amor Proibido, Tapete ZenComfort, Óculos de Sol SunStyle, Romance Amor Proibido, Óculos de Sol SunStyle"
cliente97,"Raquete de Tênis PowerShot, Romance Amor Proibido, Fone de Ouvido sem fio SoundMax, Óculos de Sol SunStyle, Óculos de Sol SunStyle, Romance Amor Proibido, Romance Amor Proibido, Romance Amor Proibido"
cliente98,"Romance Amor Proibido, Romance Amor Proibido, Romance Amor Proibido, Bolsa Feminina FashionLady, Bola de Futebol ScoreMaster, Bolsa Feminina FashionLady, Óculos de Sol SunStyle, Relógio de Parede VintageClock"
cliente99,"Óculos de Sol SunStyle, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Romance Amor Proibido, Óculos de Sol SunStyle, Romance Amor Proibido, Jóias"
cliente100,"Bolsa Feminina FashionLady, Loção Corporal BodyFresh, Creme Hidratante ExtraSoft, Anel de Noivado EternalLove, Corda de Pular JumpFit, Fitness, Luvas de Boxe FightMaster, Kit de Pintura ArtMaster"
cliente101,"Romance Amor Proibido, Relógio de Parede VintageClock, Vinho Tinto ClassicRed, Carregador Portátil PowerGo, Escova Dental Elétrica CleanTeeth, Refrigerante SparklingFizz, Conjunto de Jóias SparkleSet, Filme de Ação ActionForce"
cliente102,"Depilador Elétrico SilkSmooth, Tapete ZenComfort, Esmalte de Unhas ColorPop, Jogo de Panelas CuisineMaster, Escova Dental Elétrica CleanTeeth, Filme de Ação ActionForce, Anel de Diamante DiamondGlow, Kit de Pintura ArtMaster"
cliente103,"Kit de Pintura ArtMaster, Jogo de Tabuleiro FamilyFun, Loção Corporal BodyFresh, RelaxPro, Conjunto de Jóias SparkleSet, Carro Elétrico EcoDrive, Filmes, Biografia True Story"
cliente104,"Moto Custom ClassicCharm, Esmalte de Unhas ColorPop, Cerveja Artesanal CraftBrew, Carregador Portátil PowerGo, Conjunto de Jóias SparkleSet, Sabonete Líquido SoftClean, Carrinho de Controle Remoto SpeedRacer, Smartwatch SmartFit"
cliente105,"Bolsa Feminina FashionLady, Filme de Ação ActionForce, Carrinho de Controle Remoto SpeedRacer, Creme Hidratante ExtraSoft, Anel de Noivado EternalLove, Carregador Portátil PowerGo, Camiseta Esportiva ActiveFit, Pulseira de Ouro GoldCharm"
cliente106,"Anel de Noivado EternalLove, Relógio de Parede VintageClock, Romance Amor Proibido, Lenço de Seda SilkCharm, Escova Dental Elétrica CleanTeeth, Chapéu de Palha BeachStyle, Shampoo Anticaspa ScalpCare, Bicicleta Ergométrica FitCycle"
cliente107,"Carrinho de Controle Remoto SpeedRacer, Cerveja Artesanal CraftBrew, Óculos de Sol SunStyle, Escova Alisadora HairStyle, Smartwatch SmartFit, Jogo de Tabuleiro FamilyFun, Tênis de Corrida RunFast, Jóias, Brinquedos"
cliente108,"Romance Amor Proibido, Horror Cinema, Carteira Masculina ManCard, Jogo de Tabuleiro FamilyFun, Óculos de Sol SunStyle, Shampoo Anticaspa ScalpCare, Anel de Noivado EternalLove, Relógio de Pulso TimeLux"
cliente109,"Tapete ZenComfort, Brinco de Prata SilverDrop, Biografia True Story, Chapéu de Palha BeachStyle, Moto Custom ClassicCharm, Carrinho de Controle Remoto SpeedRacer, Lenço de Seda SilkCharm, Almofada Decorativa CushyStyle"
cliente110,"Relógio de Parede VintageClock, Bola de Futebol ScoreMaster, Cerveja Artesanal CraftBre, Filme de Ação ActionForce, Carregador Portátil PowerGo, Escova Dental Elétrica CleanTeeth, Jóias, Casa e Decoração"
cliente111,"Horror Cinema, Bola de Futebol ScoreMaster, Camiseta Esportiva ActiveFit, Tapete ZenComfort, RelaxPro, Cinto de Couro LuxuryBelt, Tapete ZenComfort, Bolsa Feminina FashionLady"
cliente112,"Jogo de Tabuleiro FamilyFun, Camiseta Esportiva ActiveFit, Escova Dental Elétrica CleanTeeth, Carteira Masculina ManCard, Anel de Diamante DiamondGlow, Luvas de Boxe FightMaster, Shampoo Anticaspa ScalpCare, Romance Amor Proibido"
cliente113,"Anel de Noivado EternalLove, Filme de Ação ActionForce, Bicicleta Ergométrica FitCycle, Jóias, Brinquedos, Laptop UltraBook Pro, Relógio de Pulso TimeLux, Filme de Ação ActionForce"
cliente114,"Almofada Decorativa CushyStyle, Kit de Pintura ArtMaster, Tapete ZenComfort, Carrinho de Controle Remoto SpeedRacer, Pipa SkyHigh, Chapéu de Palha BeachStyle, Carro Sedan LuxeDrive, Perfume Eau de Beauté"
cliente115,"Brinco de Prata SilverDrop, Romance Amor Proibido, Bolsa Feminina FashionLady, Carregador Portátil PowerGo, Camiseta Esportiva ActiveFit, Loção Corporal BodyFresh, Filme de Ação ActionForce, Anel de Diamante DiamondGlow"
cliente116,"Smartwatch SmartFit, Jóias, Livros, Bolsa Feminina FashionLady, Smartwatch SmartFit, Relógio de Pulso TimeLux, Almofada Decorativa CushyStyle, Pipa SkyHigh"
cliente117,"Filme de Ação ActionForce, Bolsa Feminina FashionLady, Óculos de Sol SunStyle, Tênis Esportivo FlexFit, Óculos de Sol SunStyle, Tablet iTech, Motos e Carros, Sapatilha BalletStyle"
cliente118,"Óculos de Sol SunStyle, Carrinho de Controle Remoto SpeedRacer, Romance Amor Proibido, Chocolates, Vinho Tinto ClassicRed, Almofada Decorativa CushyStyle, Carro Sedan LuxeDrive, Filme de Ação ActionForce"
cliente119,"Bolsa Feminina FashionLady, Perfume Eau de Beauté, Romance Amor Proibido, Cadeira de Massagem RelaxPro, Óculos de Sol SunStyle, Jóias, Carro Sedan LuxeDrive, Depilador Elétrico SilkSmooth"
cliente120,"Carrinho de Controle Remoto SpeedRacer, Cerveja Artesanal CraftBrew, Romance Amor Proibido, Tapete ZenComfort, Anel de Noivado EternalLove, Brinquedos, Suco de Frutas FruitSplash, Filme de Ação ActionForce"
cliente121,"Depilador Elétrico SilkSmooth, Jogo de Tabuleiro FamilyFun, Jóias, Grip Anti-Stress Release, Perfume Eau de Beauté, Salgadinho CrispyBite, Vinho Tinto ClassicRed, Filme de Ação ActionForce"
cliente122,"Anel de Noivado EternalLove, Almofada Decorativa CushyStyle, Jogo de Tabuleiro FamilyFun, Filme de Ação ActionForce, Óculos de Sol SunStyle, Óculos de Sol SunStyle, Tênis de Corrida RunFast, Tênis de Corrida RunFast"
